pet1_breed,pet1_size,pet1_energy,pet1_temperament,pet1_age,pet1_social,pet1_weight,pet2_breed,pet2_size,pet2_energy,pet2_temperament,pet2_age,pet2_social,pet2_weight,compatibility_score
Poodle,medium,medium,intelligent,12,0.7199592130723406,45,Chihuahua,small,medium,nervous,14,0.5388293221035626,22,0.805168039249571
Poodle,medium,high,intelligent,7,0.6650974819125199,25,Rottweiler,large,high,protective,7,0.31080900355220165,82,0.8691520336846177
Border Collie,medium,high,intelligent,7,0.4935128275286432,32,Dachshund,small,medium,stubborn,10,0.6071139116839734,20,0.7260802102565292
Labrador,large,high,friendly,3,0.8278620223847996,82,German Shepherd,large,high,protective,7,0.7823170018397829,85,1.0
Shih Tzu,small,low,calm,1,0.7012573930922629,9,Rottweiler,large,medium,protective,3,0.4163399321980674,76,0.44677626106315793
Labrador,large,high,friendly,10,1.0,62,Boxer,large,high,playful,11,0.7569568276821578,97,1.0
Dachshund,small,medium,stubborn,5,0.5372784477234985,7,Shih Tzu,small,low,calm,7,0.515371997111791,12,0.8218174386611727
Rottweiler,large,medium,protective,14,0.4401216119508012,86,Beagle,medium,high,friendly,12,0.6481711868665032,29,0.6836766937466225
Rottweiler,large,medium,protective,3,0.3627616221862334,89,Bulldog,medium,low,calm,13,0.6523849570418658,32,0.6392775338480221
Bulldog,medium,medium,calm,11,0.6579744018206428,36,Corgi,small,medium,friendly,9,0.696940246876089,15,0.9389649764287644
Bulldog,medium,low,calm,10,0.6724702812889034,27,German Shepherd,large,high,protective,11,0.6272951775751257,72,0.6014085663773275
Dachshund,small,medium,stubborn,14,0.5727898200687643,5,Poodle,medium,high,intelligent,2,0.5987835825408019,50,0.5388301473137583
Rottweiler,large,medium,protective,2,0.2256732279741243,95,Poodle,medium,low,intelligent,9,0.6225291490980804,26,0.4078489616335248
Husky,large,high,energetic,8,0.545931116387127,86,Golden Retriever,large,high,friendly,13,0.9478425029074351,80,0.9253782536047168
German Shepherd,large,low,protective,5,0.7193128125834546,86,Labrador,large,high,friendly,14,0.9923820777531815,75,0.5635834829074485
German Shepherd,large,high,protective,6,0.7376215431868751,85,Chihuahua,small,low,nervous,10,0.41759061752766413,13,0.1634651344775196
Border Collie,medium,high,intelligent,9,0.5487390837900866,33,Golden Retriever,large,high,friendly,7,0.8435799884271125,77,0.8301666324582018
Shih Tzu,small,low,calm,11,0.6192284000622531,17,Border Collie,medium,high,intelligent,10,0.7303108176593724,59,0.5696088368256554
Poodle,medium,medium,intelligent,1,0.7797819487055179,27,Boxer,large,high,playful,13,0.9144850782628103,70,0.6819229904085274
Bulldog,medium,medium,calm,12,0.6898574676281366,40,Husky,large,high,energetic,13,0.7445803572201168,62,0.8764830819109521
Dachshund,small,medium,stubborn,12,0.47747013225184437,5,Beagle,medium,high,friendly,14,0.7371787373824258,34,0.7170258544137038
Pomeranian,small,medium,bold,7,0.4196629708802486,21,Golden Retriever,large,high,friendly,11,1.0,66,0.3861520336592436
Husky,large,high,energetic,5,0.6572059357553736,67,Bulldog,medium,low,calm,5,0.6353180394185666,57,0.4552194375227788
Chihuahua,small,medium,nervous,12,0.3561325727861959,24,Golden Retriever,large,high,friendly,1,1.0,63,0.41921248564464825
Shih Tzu,small,low,calm,3,0.566193609134432,5,Chihuahua,small,medium,nervous,10,0.5578136712764277,19,0.7537275018959682
Poodle,medium,high,intelligent,9,0.7649264866827887,31,Husky,large,high,energetic,5,0.6688952635353581,83,0.8461656531987529
Beagle,medium,high,friendly,3,0.8797947935846049,43,Golden Retriever,large,high,friendly,1,0.9420732511334388,94,0.9192711250279397
Golden Retriever,large,high,friendly,12,0.7621613716780813,65,Corgi,small,medium,friendly,11,0.7102514320132992,9,0.8813318297777664
Husky,large,high,energetic,14,0.769361061329131,62,Corgi,small,medium,friendly,13,0.7239651171568774,19,0.5257707460288721
Corgi,small,medium,friendly,10,0.7314759574633242,18,Bulldog,medium,medium,calm,3,0.7219334534659217,33,0.8208094052530506
Border Collie,medium,high,intelligent,9,0.6989652857111779,58,Beagle,medium,high,friendly,12,0.6378832179819149,33,1.0
Corgi,small,medium,friendly,8,0.7025933599383702,21,Dachshund,small,low,stubborn,1,0.5438001785428367,7,0.7571235779734033
Rottweiler,large,medium,protective,1,0.5982237893573599,71,German Shepherd,large,high,protective,5,0.6693601647883451,80,0.7987827970778358
Beagle,medium,high,friendly,5,0.8695076761819798,37,Corgi,small,medium,friendly,1,0.5976756024067358,11,0.9026018768559657
Dachshund,small,high,stubborn,4,0.49161355432885306,14,Poodle,medium,medium,intelligent,3,0.5429306148297224,52,0.8096414746818029
Golden Retriever,large,medium,friendly,12,0.7725434004582468,83,Poodle,medium,high,intelligent,6,0.715594421960776,28,0.6763786847254842
Labrador,large,high,friendly,13,1.0,71,Corgi,small,medium,friendly,14,0.6925420892239242,20,0.9184363516482641
Golden Retriever,large,high,friendly,1,0.724165969048449,76,Border Collie,medium,high,intelligent,4,0.76972468354181,58,0.8570947924413086
Poodle,medium,medium,intelligent,8,0.7270528699549238,49,Golden Retriever,large,high,friendly,13,0.8218670522181148,75,0.7117208143435831
Border Collie,medium,high,intelligent,2,0.7307515799623793,28,Shih Tzu,small,medium,calm,4,0.4964949571960878,19,0.6009099774136247
Poodle,medium,medium,intelligent,3,0.7291977486611648,26,Rottweiler,large,medium,protective,4,0.38387227093289217,75,0.9575488872830991
Chihuahua,small,high,nervous,2,0.5680044442419194,21,Pomeranian,small,medium,bold,3,0.4000487514490103,17,0.7190864387590847
Golden Retriever,large,high,friendly,2,0.9409286847276482,95,Rottweiler,large,medium,protective,12,0.3863152516961478,69,0.6571376331591211
Border Collie,medium,high,intelligent,9,0.8620963514889446,54,Shih Tzu,small,low,calm,4,0.7245851626006774,21,0.48615903195881527
German Shepherd,large,medium,protective,6,0.582154756909158,96,Pomeranian,small,medium,bold,8,0.36525613552401287,19,0.49155451543076706
Bulldog,medium,low,calm,7,0.646622002358465,41,Dachshund,small,medium,stubborn,4,0.5712116976487487,8,0.7125755174551325
Bulldog,medium,high,calm,14,0.6450750393145493,47,Boxer,large,medium,playful,6,0.8252163674785045,96,0.6221591983075329
Beagle,medium,high,friendly,7,0.6380074211492159,59,Dachshund,small,medium,stubborn,1,0.3510474126841522,18,0.47026341969292834
Poodle,medium,medium,intelligent,6,0.4884681965098334,50,Labrador,large,high,friendly,9,0.8871173929120001,87,0.6807716271868172
Shih Tzu,small,medium,calm,2,0.6487210000538507,22,Husky,large,high,energetic,13,0.8573909152288699,97,0.35055817606022666
German Shepherd,large,medium,protective,6,0.6337499002706275,64,Poodle,medium,medium,intelligent,14,0.7977736347069269,28,0.7782474050547759
Labrador,large,high,friendly,1,0.7816139553467549,64,Beagle,medium,high,friendly,10,0.8371166398769045,42,1.0
Rottweiler,large,medium,protective,7,0.6056344929038673,60,Pomeranian,small,medium,bold,8,0.3993285642519966,17,0.6216065999919582
Boxer,large,high,playful,9,0.7387045474832806,81,Shih Tzu,small,medium,calm,1,0.4528980161995789,5,0.48179178040215126
Border Collie,medium,medium,intelligent,8,0.7547238582158075,57,Chihuahua,small,medium,nervous,1,0.43793379395904913,16,0.8032076970119091
Bulldog,medium,low,calm,11,0.6415905219928225,39,German Shepherd,large,medium,protective,8,0.47532936871898873,90,0.6732552743859995
Corgi,small,high,friendly,2,0.7386499591458627,5,Poodle,medium,medium,intelligent,2,0.5460297223852957,46,0.7946871402412884
Poodle,medium,medium,intelligent,4,0.5780950765298767,28,Poodle,medium,medium,intelligent,6,0.5985545051104793,48,0.9410292789799215
Rottweiler,large,medium,protective,8,0.47951420508011944,85,Corgi,small,medium,friendly,8,0.7364195582240853,13,0.7032132634574233
Chihuahua,small,medium,nervous,2,0.4143864999514191,22,Golden Retriever,large,high,friendly,8,0.8293358299073741,92,0.49194599720423143
Beagle,medium,high,friendly,12,0.8218947101036815,59,German Shepherd,large,high,protective,5,0.6683460447715734,66,0.7904279279838959
Labrador,large,high,friendly,6,0.9610282189601633,88,Poodle,medium,medium,intelligent,5,0.8405621243973931,58,0.9404126167519774
Chihuahua,small,medium,nervous,11,0.43289521194263736,5,Golden Retriever,large,high,friendly,13,0.941434118786007,93,0.45339627220788825
Shih Tzu,small,low,calm,1,0.5340763020234507,9,Corgi,small,medium,friendly,13,0.8147722861949843,24,0.6172023885998575
Golden Retriever,large,high,friendly,4,0.9893451277608425,93,Rottweiler,large,low,protective,14,0.4177442115599327,98,0.4192565848220227
Chihuahua,small,medium,nervous,10,0.3896949768498783,10,German Shepherd,large,medium,protective,5,0.44349201855786435,67,0.43933115142776835
Bulldog,medium,low,calm,9,0.6535525227986473,49,Bulldog,medium,low,calm,11,0.7830926574623472,45,1.0
Beagle,medium,low,friendly,5,0.8045442644390841,37,Husky,large,high,energetic,4,0.6814745698188931,89,0.49697354015382367
Pomeranian,small,high,bold,10,0.5331305255955139,23,Pomeranian,small,low,bold,8,0.5565357283102073,20,0.5847350209733215
Pomeranian,small,medium,bold,6,0.5642550514422418,5,Labrador,large,high,friendly,10,0.8691643524854766,94,0.4060472340290355
Pomeranian,small,medium,bold,8,0.6871859787985797,8,Bulldog,medium,low,calm,7,0.6652413739027577,43,0.7860419602218757
Shih Tzu,small,low,calm,10,0.5776570716433541,22,Dachshund,small,medium,stubborn,9,0.46555040637984463,9,0.8920362620284366
Beagle,medium,high,friendly,6,0.8349844775140313,54,Labrador,large,high,friendly,4,0.689986563709312,68,1.0
German Shepherd,large,high,protective,12,0.49700418871209384,79,Pomeranian,small,medium,bold,14,0.5402763056334751,15,0.3855311749177729
Corgi,small,low,friendly,12,0.7379054986284238,14,Golden Retriever,large,high,friendly,13,0.8375230662330009,68,0.5545289819900637
Dachshund,small,low,stubborn,10,0.5319016162438536,15,Bulldog,medium,low,calm,10,0.683666332904895,30,0.9376819472000787
Corgi,small,medium,friendly,6,0.690782611020266,8,Poodle,medium,high,intelligent,9,0.6625544495591361,40,0.8214190872330116
Poodle,medium,medium,intelligent,11,0.7480384534018915,35,Border Collie,medium,high,intelligent,3,0.660860158850302,53,0.7010893027522143
Pomeranian,small,medium,bold,7,0.5678337306144886,18,Border Collie,medium,high,intelligent,9,0.46156146324291825,33,0.6857628226913219
Beagle,medium,high,friendly,8,0.8602799534862824,30,Labrador,large,high,friendly,1,0.8595619430568461,80,1.0
Border Collie,medium,high,intelligent,1,0.6954181244794804,46,German Shepherd,large,high,protective,8,0.49099844895269196,64,0.7030560273172817
German Shepherd,large,high,protective,3,0.7143139672516754,98,Shih Tzu,small,low,calm,3,0.36334171603591653,16,0.2767197407942805
Rottweiler,large,medium,protective,9,0.5798291064284067,74,Bulldog,medium,low,calm,11,0.48920067166239156,34,0.6664094316689116
Chihuahua,small,low,nervous,10,0.45222139032833075,5,Corgi,small,medium,friendly,5,0.5544523006336806,24,0.7650640925797322
Husky,large,medium,energetic,5,0.6237785285762293,92,Bulldog,medium,low,calm,10,0.61116004680593,26,0.6537956791081782
Labrador,large,high,friendly,8,0.8753810194619526,89,Corgi,small,medium,friendly,9,0.7953652111288719,18,0.9239049549335409
Bulldog,medium,low,calm,13,0.6359953005142837,41,Dachshund,small,medium,stubborn,11,0.47870456969455405,19,0.7669786179685757
Labrador,large,high,friendly,11,0.8383109343558928,97,Shih Tzu,small,low,calm,6,0.558460023942893,8,0.10985351886836461
Corgi,small,low,friendly,5,0.6005072647364748,14,Rottweiler,large,medium,protective,9,0.5436648801606472,70,0.4182673468621894
Pomeranian,small,high,bold,4,0.6093375834255912,5,Shih Tzu,small,low,calm,6,0.5907959182289853,23,0.6067518440577426
Shih Tzu,small,low,calm,14,0.506913579575351,6,Beagle,medium,medium,friendly,6,0.8252131917128912,38,0.6871948401620789
Poodle,medium,medium,intelligent,10,0.7920756130683926,30,Golden Retriever,large,high,friendly,14,0.9236970703836647,65,0.7340213518493106
Golden Retriever,large,high,friendly,13,1.0,99,Labrador,large,high,friendly,14,0.9112518465797821,66,0.9282348891740638
Golden Retriever,large,high,friendly,6,0.8588990227786139,63,Border Collie,medium,medium,intelligent,14,0.7811968588457575,33,0.8607615277914715
Beagle,medium,high,friendly,2,0.6993717567844046,29,Pomeranian,small,medium,bold,2,0.4554265081457668,22,0.9118322820291347
German Shepherd,large,high,protective,4,0.5673063325462872,63,Corgi,small,medium,friendly,13,0.5651216607629992,14,0.25503553740247004
German Shepherd,large,high,protective,9,0.5093506290324201,94,Labrador,large,high,friendly,11,0.9533716760606439,98,0.8871110517144908
German Shepherd,large,medium,protective,6,0.6303397266167643,93,Pomeranian,small,medium,bold,5,0.7105711723803496,16,0.6007528042275629
Golden Retriever,large,low,friendly,10,0.6267928958408897,89,Shih Tzu,small,low,calm,14,0.6070001427280743,23,0.6047992946688278
Chihuahua,small,medium,nervous,2,0.5158857102776248,12,Labrador,large,high,friendly,7,0.9777549197016187,80,0.3876458897815093
Dachshund,small,medium,stubborn,2,0.5566101524960541,17,Bulldog,medium,low,calm,11,0.549105099814244,42,0.5311743699328791
Beagle,medium,high,friendly,2,0.9283301093156107,46,Dachshund,small,medium,stubborn,6,0.4325688769271776,22,0.7590313621055015
Husky,large,high,energetic,11,0.9780319672061029,62,German Shepherd,large,high,protective,6,0.4907973623631188,75,0.8012369508231555
Poodle,medium,medium,intelligent,10,0.5898919244467009,32,Shih Tzu,small,low,calm,14,0.4632302248789275,6,0.5870872138041424
Pomeranian,small,low,bold,8,0.5740682759897979,19,Poodle,medium,high,intelligent,14,0.7835831980359962,26,0.38804649248744755
Shih Tzu,small,medium,calm,6,0.38652445012263836,22,Labrador,large,high,friendly,12,0.9941855860199069,77,0.3640996400810654
Dachshund,small,medium,stubborn,5,0.49935174050947356,23,Beagle,medium,high,friendly,4,0.5891525753108056,35,0.8564233345220242
Border Collie,medium,high,intelligent,14,0.6234247907044692,56,Boxer,large,high,playful,14,0.8346729914966324,98,0.9570167798470435
Bulldog,medium,low,calm,12,0.6494285147219284,36,Poodle,medium,medium,intelligent,14,0.7712365562320433,26,0.7903413758324633
Dachshund,small,medium,stubborn,12,0.5866273233829414,13,Shih Tzu,small,low,calm,1,0.7076114528205488,7,0.698296079893615
Shih Tzu,small,low,calm,7,0.5874693683581828,9,Labrador,large,high,friendly,1,0.8841921564668288,68,0.18225780267291916
German Shepherd,large,high,protective,1,0.6595328594252265,94,Boxer,large,high,playful,2,1.0,84,0.9643276100282606
Labrador,large,high,friendly,3,0.8188335345596702,76,Dachshund,small,medium,stubborn,12,0.48593525564721707,7,0.262932876241375
Dachshund,small,medium,stubborn,7,0.5176099127521946,15,Boxer,large,high,playful,8,0.9239543953879659,89,0.5582477847131659
Poodle,medium,medium,intelligent,6,0.6723632578378195,58,Husky,large,high,energetic,3,0.6810244277887166,91,0.6478268632792722
Labrador,large,high,friendly,5,0.8474669064819821,64,Corgi,small,medium,friendly,14,0.49594543134148084,20,0.5711706032990702
Husky,large,medium,energetic,2,0.6972399759443342,84,Boxer,large,high,playful,12,0.9196111895718827,73,0.719862185425187
Pomeranian,small,low,bold,7,0.5663615786639787,19,German Shepherd,large,medium,protective,14,0.6490458195523777,78,0.4899632978571679
Border Collie,medium,high,intelligent,9,0.7600089450228963,48,Rottweiler,large,medium,protective,4,0.6585227284106662,83,0.6402232193994991
Pomeranian,small,medium,bold,2,0.6111988943297554,13,Poodle,medium,medium,intelligent,1,0.7343673109979474,43,0.9270160084234127
Shih Tzu,small,medium,calm,3,0.6676022851912136,9,Border Collie,medium,high,intelligent,6,0.7883818823180918,41,0.7203625718076084
Pomeranian,small,medium,bold,14,0.4330233645383551,19,Pomeranian,small,low,bold,14,0.5713682925699118,15,0.8598370227002511
Bulldog,medium,low,calm,3,0.6245998205375034,34,Husky,large,high,energetic,13,0.8297371064628014,63,0.29009621083050974
Poodle,medium,medium,intelligent,7,0.7143163782584172,26,Labrador,large,high,friendly,9,0.8079840630414103,89,0.775833698905861
Husky,large,high,energetic,4,0.7828982047035364,88,Pomeranian,small,medium,bold,13,0.7339928215886669,15,0.24310598013808205
Corgi,small,medium,friendly,10,0.5487259901007208,7,German Shepherd,large,medium,protective,13,0.46763509635477446,86,0.600475889105596
Husky,large,high,energetic,8,0.6837784859040059,74,Beagle,medium,high,friendly,8,0.7685737893422069,32,0.9507403318904051
Rottweiler,large,medium,protective,8,0.5827539345380054,80,Shih Tzu,small,low,calm,11,0.6911377250960271,20,0.5116275129037958
Poodle,medium,medium,intelligent,8,0.7176991211477547,35,Bulldog,medium,low,calm,10,0.7789154200045799,50,0.8712598995447977
Border Collie,medium,high,intelligent,9,0.6271726562090157,51,Poodle,medium,medium,intelligent,10,0.6021714942493567,27,0.9601964402581417
Pomeranian,small,medium,bold,4,0.6255530549235008,15,German Shepherd,large,high,protective,1,0.6196294157043155,81,0.3530751462391616
Dachshund,small,medium,stubborn,11,0.5972024827874902,22,Dachshund,small,medium,stubborn,10,0.5128033320896599,6,0.9258684681012955
Chihuahua,small,medium,nervous,7,0.4030146222043213,23,Beagle,medium,medium,friendly,4,0.7344353327255032,46,0.8844434551431917
Border Collie,medium,high,intelligent,11,0.6297630176180675,34,Corgi,small,medium,friendly,4,0.7425123376018962,6,0.6479154124831974
Labrador,large,high,friendly,4,0.8631222338434822,93,Dachshund,small,medium,stubborn,13,0.47455895210342475,20,0.27930191293777795
